JANELA,MONEYNESS_ALVO,STOP_CALIBRADO,CENARIO,DIAS,DTE_D0,DTE_RESTANTE,RETORNO_SPOT,N_CONTRATOS,CUSTO_OPCAO,PNL_OPCAO,PNL_SPOT,RET_OPCAO,RET_SPOT,VANTAGEM
Abr→Jun (stress SVB),0.02,0.05,I,75.0,88.0,10.0,0.06428302961966086,0.7108888824057916,7915.74770558849,5903.932168380098,6428.302961966086,0.05903932168380098,0.06428302961966086,-0.005243707935859875
Abr→Jun (stress SVB),0.02,0.05,II,75.0,88.0,10.0,0.06428302961966086,0.7108888824057916,7915.74770558849,11713.042064181636,6428.302961966086,0.11713042064181636,0.06428302961966086,0.05284739102215551
Abr→Jun (stress SVB),0.02,0.05,III,75.0,88.0,10.0,0.06428302961966086,0.7108888824057916,7915.74770558849,11928.31858402935,6428.302961966086,0.1192831858402935,0.06428302961966086,0.055000156220632646
Abr→Jun (stress SVB),0.02,0.1,I,0.0,88.0,88.0,0.0,1.1102076042391806,12362.161673203276,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.1,II,0.0,88.0,88.0,0.0,1.1102076042391806,12362.161673203276,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.1,III,0.0,88.0,88.0,0.0,1.1102076042391806,12362.161673203276,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.1,I,15.0,88.0,73.0,0.007473417475963729,1.1102076042391806,12362.161673203276,-1226.7794026842942,747.3417475963729,-0.012267794026842941,0.007473417475963729,-0.01974121150280667
Abr→Jun (stress SVB),0.02,0.1,II,15.0,88.0,73.0,0.007473417475963729,1.1102076042391806,12362.161673203276,1649.6776713728973,747.3417475963729,0.016496776713728973,0.007473417475963729,0.009023359237765243
Abr→Jun (stress SVB),0.02,0.1,III,15.0,88.0,73.0,0.007473417475963729,1.1102076042391806,12362.161673203276,1651.4055950984482,747.3417475963729,0.016514055950984482,0.007473417475963729,0.009040638475020754
Abr→Jun (stress SVB),0.02,0.1,I,30.0,88.0,58.0,-0.007764400635313227,1.1102076042391806,12362.161673203276,-6161.652203527451,-776.4400635313227,-0.06161652203527451,-0.007764400635313227,-0.05385212139996129
Abr→Jun (stress SVB),0.02,0.1,II,30.0,88.0,58.0,-0.007764400635313227,1.1102076042391806,12362.161673203276,-1580.9926888886614,-776.4400635313227,-0.015809926888886616,-0.007764400635313227,-0.008045526253573387
Abr→Jun (stress SVB),0.02,0.1,III,30.0,88.0,58.0,-0.007764400635313227,1.1102076042391806,12362.161673203276,-1580.9926888886614,-776.4400635313227,-0.015809926888886616,-0.007764400635313227,-0.008045526253573387
Abr→Jun (stress SVB),0.02,0.1,I,45.0,88.0,43.0,0.017917288036954943,1.1102076042391806,12362.161673203276,-3114.1323298909015,1791.7288036954942,-0.031141323298909014,0.017917288036954943,-0.04905861133586395
Abr→Jun (stress SVB),0.02,0.1,II,45.0,88.0,43.0,0.017917288036954943,1.1102076042391806,12362.161673203276,4165.275079890673,1791.7288036954942,0.04165275079890673,0.017917288036954943,0.023735462761951785
Abr→Jun (stress SVB),0.02,0.1,III,45.0,88.0,43.0,0.017917288036954943,1.1102076042391806,12362.161673203276,4189.086410462276,1791.7288036954942,0.04189086410462276,0.017917288036954943,0.02397357606766782
Abr→Jun (stress SVB),0.02,0.1,I,60.0,88.0,28.0,0.038172140787351955,1.1102076042391806,12362.161673203276,677.2266385858995,3817.2140787351955,0.006772266385858996,0.038172140787351955,-0.03139987440149296
Abr→Jun (stress SVB),0.02,0.1,II,60.0,88.0,28.0,0.038172140787351955,1.1102076042391806,12362.161673203276,9742.576911404176,3817.2140787351955,0.09742576911404176,0.038172140787351955,0.0592536283266898
Abr→Jun (stress SVB),0.02,0.1,III,60.0,88.0,28.0,0.038172140787351955,1.1102076042391806,12362.161673203276,9861.126349540658,3817.2140787351955,0.09861126349540658,0.038172140787351955,0.06043912270805463
Abr→Jun (stress SVB),0.02,0.1,I,75.0,88.0,10.0,0.06428302961966086,1.1102076042391806,12362.161673203276,9220.274153206394,6428.302961966086,0.09220274153206394,0.06428302961966086,0.02791971191240308
Abr→Jun (stress SVB),0.02,0.1,II,75.0,88.0,10.0,0.06428302961966086,1.1102076042391806,12362.161673203276,18292.46270446654,6428.302961966086,0.1829246270446654,0.06428302961966086,0.11864159742500455
Abr→Jun (stress SVB),0.02,0.1,III,75.0,88.0,10.0,0.06428302961966086,1.1102076042391806,12362.161673203276,18628.663811649774,6428.302961966086,0.18628663811649773,0.06428302961966086,0.12200360849683689
Abr→Jun (stress SVB),0.02,0.15,I,0.0,88.0,88.0,0.0,2.533086742215805,28205.920874572992,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.15,II,0.0,88.0,88.0,0.0,2.533086742215805,28205.920874572992,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.15,III,0.0,88.0,88.0,0.0,2.533086742215805,28205.920874572992,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.15,I,15.0,88.0,73.0,0.007473417475963729,2.533086742215805,28205.920874572992,-2799.060850148464,747.3417475963729,-0.02799060850148464,0.007473417475963729,-0.03546402597744837
Abr→Jun (stress SVB),0.02,0.15,II,15.0,88.0,73.0,0.007473417475963729,2.533086742215805,28205.920874572992,3763.959661533594,747.3417475963729,0.03763959661533594,0.007473417475963729,0.030166179139372213
Abr→Jun (stress SVB),0.02,0.15,III,15.0,88.0,73.0,0.007473417475963729,2.533086742215805,28205.920874572992,3767.902150005155,747.3417475963729,0.03767902150005155,0.007473417475963729,0.03020560402408782
Abr→Jun (stress SVB),0.02,0.15,I,30.0,88.0,58.0,-0.007764400635313227,2.533086742215805,28205.920874572992,-14058.631419297717,-776.4400635313227,-0.14058631419297718,-0.007764400635313227,-0.13282191355766393
Abr→Jun (stress SVB),0.02,0.15,II,30.0,88.0,58.0,-0.007764400635313227,2.533086742215805,28205.920874572992,-3607.245711948125,-776.4400635313227,-0.036072457119481253,-0.007764400635313227,-0.028308056484168023
Abr→Jun (stress SVB),0.02,0.15,III,30.0,88.0,58.0,-0.007764400635313227,2.533086742215805,28205.920874572992,-3607.245711948125,-776.4400635313227,-0.036072457119481253,-0.007764400635313227,-0.028308056484168023
Abr→Jun (stress SVB),0.02,0.15,I,45.0,88.0,43.0,0.017917288036954943,2.533086742215805,28205.920874572992,-7105.3083119153325,1791.7288036954942,-0.07105308311915333,0.017917288036954943,-0.08897037115610827
Abr→Jun (stress SVB),0.02,0.15,II,45.0,88.0,43.0,0.017917288036954943,2.533086742215805,28205.920874572992,9503.63071038726,1791.7288036954942,0.0950363071038726,0.017917288036954943,0.07711901906691766
Abr→Jun (stress SVB),0.02,0.15,III,45.0,88.0,43.0,0.017917288036954943,2.533086742215805,28205.920874572992,9557.959437334488,1791.7288036954942,0.09557959437334489,0.017917288036954943,0.07766230633638994
Abr→Jun (stress SVB),0.02,0.15,I,60.0,88.0,28.0,0.038172140787351955,2.533086742215805,28205.920874572992,1545.1829127516398,3817.2140787351955,0.015451829127516399,0.038172140787351955,-0.022720311659835558
Abr→Jun (stress SVB),0.02,0.15,II,60.0,88.0,28.0,0.038172140787351955,2.533086742215805,28205.920874572992,22228.988808095914,3817.2140787351955,0.22228988808095915,0.038172140787351955,0.18411774729360716
Abr→Jun (stress SVB),0.02,0.15,III,60.0,88.0,28.0,0.038172140787351955,2.533086742215805,28205.920874572992,22499.475164786338,3817.2140787351955,0.22499475164786337,0.038172140787351955,0.1868226108605114
Abr→Jun (stress SVB),0.02,0.15,I,75.0,88.0,10.0,0.06428302961966086,2.533086742215805,28205.920874572992,21037.28539410226,6428.302961966086,0.2103728539410226,0.06428302961966086,0.14608982432136175
Abr→Jun (stress SVB),0.02,0.15,II,75.0,88.0,10.0,0.06428302961966086,2.533086742215805,28205.920874572992,41736.69373388534,6428.302961966086,0.4173669373388534,0.06428302961966086,0.3530839077191925
Abr→Jun (stress SVB),0.02,0.15,III,75.0,88.0,10.0,0.06428302961966086,2.533086742215805,28205.920874572992,42503.78140656232,6428.302961966086,0.4250378140656232,0.06428302961966086,0.36075478444596226
Abr→Jun (stress SVB),0.05,0.05,I,0.0,88.0,88.0,0.0,1.329531928328108,7345.663904012797,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.05,II,0.0,88.0,88.0,0.0,1.329531928328108,7345.663904012797,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.05,III,0.0,88.0,88.0,0.0,1.329531928328108,7345.663904012797,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.05,I,15.0,88.0,73.0,0.007473417475963729,1.329531928328108,7345.663904012797,-1781.5727839596643,747.3417475963729,-0.017815727839596642,0.007473417475963729,-0.025289145315560372
Abr→Jun (stress SVB),0.05,0.05,II,15.0,88.0,73.0,0.007473417475963729,1.329531928328108,7345.663904012797,1315.4978618083517,747.3417475963729,0.013154978618083516,0.007473417475963729,0.005681561142119788
Abr→Jun (stress SVB),0.05,0.05,III,15.0,88.0,73.0,0.007473417475963729,1.329531928328108,7345.663904012797,1319.8515176758845,747.3417475963729,0.013198515176758845,0.007473417475963729,0.005725097700795116
Abr→Jun (stress SVB),0.05,0.05,I,30.0,88.0,58.0,-0.007764400635313227,1.329531928328108,7345.663904012797,-5331.423032595713,-776.4400635313227,-0.05331423032595713,-0.007764400635313227,-0.04554982969064391
Abr→Jun (stress SVB),0.05,0.05,II,30.0,88.0,58.0,-0.007764400635313227,1.329531928328108,7345.663904012797,-1210.2185585714376,-776.4400635313227,-0.012102185585714376,-0.007764400635313227,-0.004337784950401149
Abr→Jun (stress SVB),0.05,0.05,III,30.0,88.0,58.0,-0.007764400635313227,1.329531928328108,7345.663904012797,-1210.2185585714376,-776.4400635313227,-0.012102185585714376,-0.007764400635313227,-0.004337784950401149
Abr→Jun (stress SVB),0.05,0.05,I,45.0,88.0,43.0,0.017917288036954943,1.329531928328108,7345.663904012797,-4314.331107424711,1791.7288036954942,-0.04314331107424711,0.017917288036954943,-0.061060599111202055
Abr→Jun (stress SVB),0.05,0.05,II,45.0,88.0,43.0,0.017917288036954943,1.329531928328108,7345.663904012797,3401.388355497838,1791.7288036954942,0.03401388355497838,0.017917288036954943,0.01609659551802344
Abr→Jun (stress SVB),0.05,0.05,III,45.0,88.0,43.0,0.017917288036954943,1.329531928328108,7345.663904012797,3461.383098045738,1791.7288036954942,0.03461383098045738,0.017917288036954943,0.016696542943502438
Abr→Jun (stress SVB),0.05,0.05,I,60.0,88.0,28.0,0.038172140787351955,1.329531928328108,7345.663904012797,-2446.3387481237182,3817.2140787351955,-0.02446338748123718,0.038172140787351955,-0.06263552826858913
Abr→Jun (stress SVB),0.05,0.05,II,60.0,88.0,28.0,0.038172140787351955,1.329531928328108,7345.663904012797,8269.256788023435,3817.2140787351955,0.08269256788023435,0.038172140787351955,0.04452042709288239
Abr→Jun (stress SVB),0.05,0.05,III,60.0,88.0,28.0,0.038172140787351955,1.329531928328108,7345.663904012797,8849.400939635541,3817.2140787351955,0.08849400939635542,0.038172140787351955,0.05032186860900346
Abr→Jun (stress SVB),0.05,0.05,I,75.0,88.0,10.0,0.06428302961966086,1.329531928328108,7345.663904012797,3190.876627987459,6428.302961966086,0.03190876627987459,0.06428302961966086,-0.03237426333978627
Abr→Jun (stress SVB),0.05,0.05,II,75.0,88.0,10.0,0.06428302961966086,1.329531928328108,7345.663904012797,16145.913761197786,6428.302961966086,0.16145913761197786,0.06428302961966086,0.097176107992317
Abr→Jun (stress SVB),0.05,0.05,III,75.0,88.0,10.0,0.06428302961966086,1.329531928328108,7345.663904012797,18299.430583673642,6428.302961966086,0.18299430583673643,0.06428302961966086,0.11871127621707557
Abr→Jun (stress SVB),0.05,0.1,I,0.0,88.0,88.0,0.0,3.92633074692784,21692.977376776318,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.1,II,0.0,88.0,88.0,0.0,3.92633074692784,21692.977376776318,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.1,III,0.0,88.0,88.0,0.0,3.92633074692784,21692.977376776318,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.1,I,15.0,88.0,73.0,0.007473417475963729,3.92633074692784,21692.977376776318,-5261.283200883306,747.3417475963729,-0.05261283200883306,0.007473417475963729,-0.06008624948479679
Abr→Jun (stress SVB),0.05,0.1,II,15.0,88.0,73.0,0.007473417475963729,3.92633074692784,21692.977376776318,3884.8857949812996,747.3417475963729,0.03884885794981299,0.007473417475963729,0.03137544047384927
Abr→Jun (stress SVB),0.05,0.1,III,15.0,88.0,73.0,0.007473417475963729,3.92633074692784,21692.977376776318,3897.7428708664443,747.3417475963729,0.03897742870866444,0.007473417475963729,0.03150401123270071
Abr→Jun (stress SVB),0.05,0.1,I,30.0,88.0,58.0,-0.007764400635313227,3.92633074692784,21692.977376776318,-15744.58629518064,-776.4400635313227,-0.1574458629518064,-0.007764400635313227,-0.14968146231649315
Abr→Jun (stress SVB),0.05,0.1,II,30.0,88.0,58.0,-0.007764400635313227,3.92633074692784,21692.977376776318,-3573.9783571779526,-776.4400635313227,-0.035739783571779524,-0.007764400635313227,-0.0279753829364663
Abr→Jun (stress SVB),0.05,0.1,III,30.0,88.0,58.0,-0.007764400635313227,3.92633074692784,21692.977376776318,-3573.9783571779526,-776.4400635313227,-0.035739783571779524,-0.007764400635313227,-0.0279753829364663
Abr→Jun (stress SVB),0.05,0.1,I,45.0,88.0,43.0,0.017917288036954943,3.92633074692784,21692.977376776318,-12740.943273780844,1791.7288036954942,-0.12740943273780844,0.017917288036954943,-0.14532672077476338
Abr→Jun (stress SVB),0.05,0.1,II,45.0,88.0,43.0,0.017917288036954943,3.92633074692784,21692.977376776318,10044.87022679284,1791.7288036954942,0.1004487022679284,0.017917288036954943,0.08253141423097346
Abr→Jun (stress SVB),0.05,0.1,III,45.0,88.0,43.0,0.017917288036954943,3.92633074692784,21692.977376776318,10222.044762658297,1791.7288036954942,0.10222044762658297,0.017917288036954943,0.08430315958962803
Abr→Jun (stress SVB),0.05,0.1,I,60.0,88.0,28.0,0.038172140787351955,3.92633074692784,21692.977376776318,-7224.448574347225,3817.2140787351955,-0.07224448574347225,0.038172140787351955,-0.11041662653082421
Abr→Jun (stress SVB),0.05,0.1,II,60.0,88.0,28.0,0.038172140787351955,3.92633074692784,21692.977376776318,24420.502049835395,3817.2140787351955,0.24420502049835396,0.038172140787351955,0.20603287971100198
Abr→Jun (stress SVB),0.05,0.1,III,60.0,88.0,28.0,0.038172140787351955,3.92633074692784,21692.977376776318,26133.765019750957,3817.2140787351955,0.2613376501975096,0.038172140787351955,0.22316550941015761
Abr→Jun (stress SVB),0.05,0.1,I,75.0,88.0,10.0,0.06428302961966086,3.92633074692784,21692.977376776318,9423.193792626817,6428.302961966086,0.09423193792626816,0.06428302961966086,0.02994890830660731
Abr→Jun (stress SVB),0.05,0.1,II,75.0,88.0,10.0,0.06428302961966086,3.92633074692784,21692.977376776318,47681.59100741166,6428.302961966086,0.4768159100741166,0.06428302961966086,0.41253288045445574
Abr→Jun (stress SVB),0.05,0.1,III,75.0,88.0,10.0,0.06428302961966086,3.92633074692784,21692.977376776318,54041.28732906828,6428.302961966086,0.5404128732906828,0.06428302961966086,0.4761298436710219
Abr→Jun (stress SVB),0.05,0.15,I,0.0,88.0,88.0,0.0,4.119244438003129,22758.82551996729,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.15,II,0.0,88.0,88.0,0.0,4.119244438003129,22758.82551996729,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.15,III,0.0,88.0,88.0,0.0,4.119244438003129,22758.82551996729,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.05,0.15,I,15.0,88.0,73.0,0.007473417475963729,4.119244438003129,22758.82551996729,-5519.787546924192,747.3417475963729,-0.05519787546924192,0.007473417475963729,-0.06267129294520564
Abr→Jun (stress SVB),0.05,0.15,II,15.0,88.0,73.0,0.007473417475963729,4.119244438003129,22758.82551996729,4075.7631576951276,747.3417475963729,0.040757631576951274,0.007473417475963729,0.033284214100987544
Abr→Jun (stress SVB),0.05,0.15,III,15.0,88.0,73.0,0.007473417475963729,4.119244438003129,22758.82551996729,4089.2519444893387,747.3417475963729,0.04089251944489339,0.007473417475963729,0.03341910196892966
Abr→Jun (stress SVB),0.05,0.15,I,30.0,88.0,58.0,-0.007764400635313227,4.119244438003129,22758.82551996729,-16518.170196392548,-776.4400635313227,-0.16518170196392548,-0.007764400635313227,-0.15741730132861226
Abr→Jun (stress SVB),0.05,0.15,II,30.0,88.0,58.0,-0.007764400635313227,4.119244438003129,22758.82551996729,-3749.5798031961904,-776.4400635313227,-0.0374957980319619,-0.007764400635313227,-0.029731397396648675
Abr→Jun (stress SVB),0.05,0.15,III,30.0,88.0,58.0,-0.007764400635313227,4.119244438003129,22758.82551996729,-3749.5798031961904,-776.4400635313227,-0.0374957980319619,-0.007764400635313227,-0.029731397396648675
Abr→Jun (stress SVB),0.05,0.15,I,45.0,88.0,43.0,0.017917288036954943,4.119244438003129,22758.82551996729,-13366.948201320156,1791.7288036954942,-0.13366948201320156,0.017917288036954943,-0.1515867700501565
Abr→Jun (stress SVB),0.05,0.15,II,45.0,88.0,43.0,0.017917288036954943,4.119244438003129,22758.82551996729,10538.408116676188,1791.7288036954942,0.10538408116676189,0.017917288036954943,0.08746679312980694
Abr→Jun (stress SVB),0.05,0.15,III,45.0,88.0,43.0,0.017917288036954943,4.119244438003129,22758.82551996729,10724.287826884156,1791.7288036954942,0.10724287826884156,0.017917288036954943,0.08932559023188662
Abr→Jun (stress SVB),0.05,0.15,I,60.0,88.0,28.0,0.038172140787351955,4.119244438003129,22758.82551996729,-7579.409765925758,3817.2140787351955,-0.07579409765925758,0.038172140787351955,-0.11396623844660954
Abr→Jun (stress SVB),0.05,0.15,II,60.0,88.0,28.0,0.038172140787351955,4.119244438003129,22758.82551996729,25620.362553699357,3817.2140787351955,0.25620362553699355,0.038172140787351955,0.2180314847496416
Abr→Jun (stress SVB),0.05,0.15,III,60.0,88.0,28.0,0.038172140787351955,4.119244438003129,22758.82551996729,27417.80383273155,3817.2140787351955,0.2741780383273155,0.038172140787351955,0.23600589753996357
Abr→Jun (stress SVB),0.05,0.15,I,75.0,88.0,10.0,0.06428302961966086,4.119244438003129,22758.82551996729,9886.18665120751,6428.302961966086,0.0988618665120751,0.06428302961966086,0.03457883689241425
Abr→Jun (stress SVB),0.05,0.15,II,75.0,88.0,10.0,0.06428302961966086,4.119244438003129,22758.82551996729,50024.34619296994,6428.302961966086,0.5002434619296994,0.06428302961966086,0.4359604323100385
Abr→Jun (stress SVB),0.05,0.15,III,75.0,88.0,10.0,0.06428302961966086,4.119244438003129,22758.82551996729,56696.5155513132,6428.302961966086,0.566965155513132,0.06428302961966086,0.502682125893471
Abr→Jun (stress SVB),0.1,0.05,I,0.0,88.0,88.0,0.0,9.21199513444443,10962.274209988871,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.05,II,0.0,88.0,88.0,0.0,9.21199513444443,10962.274209988871,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.05,III,0.0,88.0,88.0,0.0,9.21199513444443,10962.274209988871,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.05,I,15.0,88.0,73.0,0.007473417475963729,9.21199513444443,10962.274209988871,-5389.01715364999,747.3417475963729,-0.0538901715364999,0.007473417475963729,-0.06136358901246364
Abr→Jun (stress SVB),0.1,0.05,II,15.0,88.0,73.0,0.007473417475963729,9.21199513444443,10962.274209988871,3035.2871906131472,747.3417475963729,0.030352871906131472,0.007473417475963729,0.022879454430167742
Abr→Jun (stress SVB),0.1,0.05,III,15.0,88.0,73.0,0.007473417475963729,9.21199513444443,10962.274209988871,3053.0754668161726,747.3417475963729,0.030530754668161728,0.007473417475963729,0.023057337192197998
Abr→Jun (stress SVB),0.1,0.05,I,30.0,88.0,58.0,-0.007764400635313227,9.21199513444443,10962.274209988871,-9557.444951986095,-776.4400635313227,-0.09557444951986095,-0.007764400635313227,-0.08781004888454773
Abr→Jun (stress SVB),0.1,0.05,II,30.0,88.0,58.0,-0.007764400635313227,9.21199513444443,10962.274209988871,-2523.25138207575,-776.4400635313227,-0.025232513820757498,-0.007764400635313227,-0.01746811318544427
Abr→Jun (stress SVB),0.1,0.05,III,30.0,88.0,58.0,-0.007764400635313227,9.21199513444443,10962.274209988871,-2523.25138207575,-776.4400635313227,-0.025232513820757498,-0.007764400635313227,-0.01746811318544427
Abr→Jun (stress SVB),0.1,0.05,I,45.0,88.0,43.0,0.017917288036954943,9.21199513444443,10962.274209988871,-9649.56490333054,1791.7288036954942,-0.0964956490333054,0.017917288036954943,-0.11441293707026035
Abr→Jun (stress SVB),0.1,0.05,II,45.0,88.0,43.0,0.017917288036954943,9.21199513444443,10962.274209988871,8273.773340807593,1791.7288036954942,0.08273773340807593,0.017917288036954943,0.06482044537112099
Abr→Jun (stress SVB),0.1,0.05,III,45.0,88.0,43.0,0.017917288036954943,9.21199513444443,10962.274209988871,8518.901362783356,1791.7288036954942,0.08518901362783356,0.017917288036954943,0.06727172559087861
Abr→Jun (stress SVB),0.1,0.05,I,60.0,88.0,28.0,0.038172140787351955,9.21199513444443,10962.274209988871,-8912.605292574986,3817.2140787351955,-0.08912605292574986,0.038172140787351955,-0.12729819371310183
Abr→Jun (stress SVB),0.1,0.05,II,60.0,88.0,28.0,0.038172140787351955,9.21199513444443,10962.274209988871,21745.439392230066,3817.2140787351955,0.21745439392230065,0.038172140787351955,0.1792822531349487
Abr→Jun (stress SVB),0.1,0.05,III,60.0,88.0,28.0,0.038172140787351955,9.21199513444443,10962.274209988871,24115.80689954858,3817.2140787351955,0.2411580689954858,0.038172140787351955,0.20298592820813385
Abr→Jun (stress SVB),0.1,0.05,I,75.0,88.0,10.0,0.06428302961966086,9.21199513444443,10962.274209988871,-9488.354988477762,6428.302961966086,-0.09488354988477762,0.06428302961966086,-0.1591665795044385
Abr→Jun (stress SVB),0.1,0.05,II,75.0,88.0,10.0,0.06428302961966086,9.21199513444443,10962.274209988871,45560.79276355873,6428.302961966086,0.45560792763558733,0.06428302961966086,0.39132489801592646
Abr→Jun (stress SVB),0.1,0.05,III,75.0,88.0,10.0,0.06428302961966086,9.21199513444443,10962.274209988871,56881.28064877078,6428.302961966086,0.5688128064877078,0.06428302961966086,0.5045297768680469
Abr→Jun (stress SVB),0.1,0.1,I,0.0,88.0,88.0,0.0,5.5381944241362895,6590.451364722183,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.1,II,0.0,88.0,88.0,0.0,5.5381944241362895,6590.451364722183,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.1,III,0.0,88.0,88.0,0.0,5.5381944241362895,6590.451364722183,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.1,I,15.0,88.0,73.0,0.007473417475963729,5.5381944241362895,6590.451364722183,-3239.843738119728,747.3417475963729,-0.032398437381197284,0.007473417475963729,-0.039871854857161014
Abr→Jun (stress SVB),0.1,0.1,II,15.0,88.0,73.0,0.007473417475963729,5.5381944241362895,6590.451364722183,1824.795861197536,747.3417475963729,0.01824795861197536,0.007473417475963729,0.010774541136011631
Abr→Jun (stress SVB),0.1,0.1,III,15.0,88.0,73.0,0.007473417475963729,5.5381944241362895,6590.451364722183,1835.4900626864442,747.3417475963729,0.018354900626864443,0.007473417475963729,0.010881483150900713
Abr→Jun (stress SVB),0.1,0.1,I,30.0,88.0,58.0,-0.007764400635313227,5.5381944241362895,6590.451364722183,-5745.876715041399,-776.4400635313227,-0.05745876715041399,-0.007764400635313227,-0.04969436651510076
Abr→Jun (stress SVB),0.1,0.1,II,30.0,88.0,58.0,-0.007764400635313227,5.5381944241362895,6590.451364722183,-1516.963104187406,-776.4400635313227,-0.015169631041874061,-0.007764400635313227,-0.007405230406560834
Abr→Jun (stress SVB),0.1,0.1,III,30.0,88.0,58.0,-0.007764400635313227,5.5381944241362895,6590.451364722183,-1516.963104187406,-776.4400635313227,-0.015169631041874061,-0.007764400635313227,-0.007405230406560834
Abr→Jun (stress SVB),0.1,0.1,I,45.0,88.0,43.0,0.017917288036954943,5.5381944241362895,6590.451364722183,-5801.258659282762,1791.7288036954942,-0.05801258659282762,0.017917288036954943,-0.07592987462978257
Abr→Jun (stress SVB),0.1,0.1,II,45.0,88.0,43.0,0.017917288036954943,5.5381944241362895,6590.451364722183,4974.141292291463,1791.7288036954942,0.04974141292291463,0.017917288036954943,0.03182412488595969
Abr→Jun (stress SVB),0.1,0.1,III,45.0,88.0,43.0,0.017917288036954943,5.5381944241362895,6590.451364722183,5121.510741004008,1791.7288036954942,0.05121510741004008,0.017917288036954943,0.03329781937308514
Abr→Jun (stress SVB),0.1,0.1,I,60.0,88.0,28.0,0.038172140787351955,5.5381944241362895,6590.451364722183,-5358.203105351859,3817.2140787351955,-0.053582031053518595,0.038172140787351955,-0.09175417184087055
Abr→Jun (stress SVB),0.1,0.1,II,60.0,88.0,28.0,0.038172140787351955,5.5381944241362895,6590.451364722183,13073.22349120034,3817.2140787351955,0.1307322349120034,0.038172140787351955,0.09256009412465144
Abr→Jun (stress SVB),0.1,0.1,III,60.0,88.0,28.0,0.038172140787351955,5.5381944241362895,6590.451364722183,14498.273756706909,3817.2140787351955,0.1449827375670691,0.038172140787351955,0.10681059677971713
Abr→Jun (stress SVB),0.1,0.1,I,75.0,88.0,10.0,0.06428302961966086,5.5381944241362895,6590.451364722183,-5704.340256860378,6428.302961966086,-0.057043402568603775,0.06428302961966086,-0.12132643218826462
Abr→Jun (stress SVB),0.1,0.1,II,75.0,88.0,10.0,0.06428302961966086,5.5381944241362895,6590.451364722183,27390.86644747642,6428.302961966086,0.2739086644747642,0.06428302961966086,0.20962563485510335
Abr→Jun (stress SVB),0.1,0.1,III,75.0,88.0,10.0,0.06428302961966086,5.5381944241362895,6590.451364722183,34196.67365529415,6428.302961966086,0.3419667365529415,0.06428302961966086,0.27768370693328065
Abr→Jun (stress SVB),0.1,0.15,I,0.0,88.0,88.0,0.0,2.129097189689925,2533.6256557310103,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.15,II,0.0,88.0,88.0,0.0,2.129097189689925,2533.6256557310103,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.15,III,0.0,88.0,88.0,0.0,2.129097189689925,2533.6256557310103,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.1,0.15,I,15.0,88.0,73.0,0.007473417475963729,2.129097189689925,2533.6256557310103,-1245.5218559686057,747.3417475963729,-0.012455218559686057,0.007473417475963729,-0.019928636035649785
Abr→Jun (stress SVB),0.1,0.15,II,15.0,88.0,73.0,0.007473417475963729,2.129097189689925,2533.6256557310103,701.5224534012982,747.3417475963729,0.007015224534012982,0.007473417475963729,-0.0004581929419507469
Abr→Jun (stress SVB),0.1,0.15,III,15.0,88.0,73.0,0.007473417475963729,2.129097189689925,2533.6256557310103,705.6337201052589,747.3417475963729,0.00705633720105259,0.007473417475963729,-0.00041708027491113965
Abr→Jun (stress SVB),0.1,0.15,I,30.0,88.0,58.0,-0.007764400635313227,2.129097189689925,2533.6256557310103,-2208.938334303297,-776.4400635313227,-0.022089383343032967,-0.007764400635313227,-0.014324982707719742
